InvoiceNo,StockCode,User ID,Product ID,Name,Brand,Price,Category,SubCategory,Quantity,Description,Type,Rating,InvoiceDate,time stamp,image link,Country
536370,22900,A2DEU0B3AUINV9,972683275,Ariel Matic Front Load Liquid Detergent,Ariel,580,Home & Kitchen,Detergent & Fabric Care,2,"OverviewSpecially made for front load fully automatic washing machines, Ariel Matic Front Load liquid detergent gives tough stain removal in 1 wash, leaves no residue behind, and protects clothes from fading. Ariel is the #1 brand for washing machine makers like LG, Whirlpool, Haier, and Panasonic. Great value as 1 litre of liquid washes as much as 1kg of Matic Powder.Key FeaturesFor front load fully automatic machinesFor tough stain removalFresh smellHow to Use1 cup (60 ml) for normal loads1.5 cup (90 ml) for very dirty clothesAbout the BrandAriel leads the way in laundry detergent innovation. Thanks to near 50 years spent discovering what the women of this world need, Ariel has developed the staples of the laundry room throughout the ages.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 08:45,1263168000,,France
536370,21913,AE8R1JSMJYIU,972683275,Ariel Matic Front Load Liquid Detergent,Ariel,250,Home & Kitchen,Detergent & Fabric Care,1,"OverviewSpecially made for front load fully automatic washing machines, Ariel Matic Front Load liquid detergent gives tough stain removal in 1 wash, leaves no residue behind, and protects clothes from fading. Ariel is the #1 brand for washing machine makers like LG, Whirlpool, Haier, and Panasonic. Great value as 1 litre of liquid washes as much as 1kg of Matic Powder.Key FeaturesFor front load fully automatic machinesFor tough stain removalFresh smellHow to Use1 cup (60 ml) for normal loads1.5 cup (90 ml) for very dirty clothesAbout the BrandAriel leads the way in laundry detergent innovation. Thanks to near 50 years spent discovering what the women of this world need, Ariel has developed the staples of the laundry room throughout the ages.",Home & Kitchen > Detergent & Fabric Care,4,12-01-2010 08:45,1228694400,,France
536370,22540,A1EHAX7WGEJFEV,972683275,Ariel Matic Front Load Liquid Detergent Refill: 2 Litres,Ariel,465,Home & Kitchen,Detergent & Fabric Care,2,"OverviewIf tough stains are an everyday occurrence in your household, use Ariel washing liquid detergent and say goodbye to dirty clothes. Ariel Matic Liquid is designed with a unique cap that ensures no spillage along with cutting edge technology, giving you amazing stain removal in 1 wash! From now on, you no longer have to pick between outstanding stain removal and vibrant colors.Key Features & Benefits - Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your colored clothes from fading. - As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. - It comes with Ariel's superior technology, which is hard on stains and soft on colors &ndash; providing you the perfect wash solution.  - Especially designed for front load fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes clothes as much as 1 kg powder, thereby delivering excellent usage value for you. - The cutting- edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. - Its unique cap ensures 0 percent spillage and easy dosing, providing you a non-messy and delightful washing experience.  - It also has a refreshing fragrance that gives your clothes a long-lasting freshness.  - Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results.Frequently Asked QuestionsCan I use it for top load machine?No, this liquid detergent is specifically designed for front load machine.How much to put in the machine?Recommended Dosage:1 cup (60 ml) for normal loads1.5 cup (90 ml) for very dirty clothesWhere do you put the liquid detergent in a front load washing machine?You have a special dispenser drawer at the top of your washing machine where you&rsquo;re supposed to pour your liquid detergent before you start the program.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 08:45,1372636800,,France
536370,22544,A2WFT646E4IYNK,972683275,Ariel Matic Top Load Detergent Washing Powder,Ariel,770,Home & Kitchen,Detergent & Fabric Care,3,"OverviewNew &amp; Improved Ariel Matic gives you tough stain removal in just 1 wash. Especially designed to be used in top loading machines, Ariel Matic Top Load offers brilliant stain removal for full loads. It also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1.5 scoops for normal loads, and 2 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes. New and Improved Ariel Matic eliminates tough stains in just 1 wash and is especially designed to be used in front loading machines. It offers brilliant stain removal for full loads and also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning, without damaging the machine due to excess foam. Normal loads require just 1.5 scoops, and heavy loads require 2 scoops. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butter/ghee. Ariel Matic washing powder comes in a white carton box that offers more than just packaging. Take a look for some great laundry tips.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 08:45,1358985600,,France
536370,22492,AOARGQDECYFJ8,972683275,Ariel Matic Top Load Detergent Washing Powder,Ariel,540,Home & Kitchen,Detergent & Fabric Care,2,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 08:45,1373068800,,France
536370,POST,A39KBWLS6TURMR,972683275,Ariel Matic Top Load Detergent Washing Powder,Ariel,1300,Home & Kitchen,Detergent & Fabric Care,4,"OverviewNew &amp; Improved Ariel Matic gives you tough stain removal in just 1 wash. Especially designed to be used in top loading machines, Ariel Matic Top Load offers brilliant stain removal for full loads. It also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1.5 scoops for normal loads, and 2 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes. New and Improved Ariel Matic eliminates tough stains in just 1 wash and is especially designed to be used in front loading machines. It offers brilliant stain removal for full loads and also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning, without damaging the machine due to excess foam. Normal loads require just 1.5 scoops, and heavy loads require 2 scoops. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butter/ghee. Ariel Matic washing powder comes in a white carton box that offers more than just packaging. Take a look for some great laundry tips.",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 08:45,1334966400,,France
536371,22086,A2FXM6UKGH1WFE,972683275,Ariel Matic Top Load Liquid Detergent,Ariel,220,Home & Kitchen,Detergent & Fabric Care,1,"OverviewNew Ariel Matic Top Load liquid detergent is specially made for top-loading washing machines. Ariel&rsquo;s cutting-edge technology provides brilliant stain removal for even the toughest stains like tea, coffee, tomato, and more. Ariel Matic protects your clothes from fading, so bright colours stay brilliant.Key Features & Benefits - Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your colored clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. - It comes with Ariel's superior technology, which is hard on stains and soft on colors &ndash; providing you the perfect wash solution. Especially designed for fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes clothes as much as 1 kg powder, thereby delivering excellent usage value for you. - The cutting- edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. - Its unique cap ensures 0 percent spillage and easy dosing, providing you a non-messy and delightful washing experience.  - It also has a refreshing fragrance that gives your clothes a long-lasting freshness.  - Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results.Frequently Asked QuestionsWhere is the liquid dispenser put?It goes into a special dispenser drawer at the top of your machine.Can I use it for front load machine?No, this liquid detergent is specifically designed for top load machine.How much to put in the machine?Recommended Dosage:1 cup (60 ml) for normal loads1.5 cup (90 ml) for very dirty clothes",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:00,1328140800,,United Kingdom
536372,22632,AC4HGDV9303YH,972683275,Ariel Matic Top Load Liquid Detergent,Ariel,510,Home & Kitchen,Detergent & Fabric Care,2,"OverviewNew Ariel Matic Top Load liquid detergent is specially made for top-loading washing machines. Ariel&rsquo;s cutting-edge technology provides brilliant stain removal for even the toughest stains like tea, coffee, tomato, and more. Ariel Matic protects your clothes from fading, so bright colours stay brilliant.Key Features & Benefits - Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your colored clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. - It comes with Ariel's superior technology, which is hard on stains and soft on colors &ndash; providing you the perfect wash solution. Especially designed for fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes clothes as much as 1 kg powder, thereby delivering excellent usage value for you. - The cutting- edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. - Its unique cap ensures 0 percent spillage and easy dosing, providing you a non-messy and delightful washing experience.  - It also has a refreshing fragrance that gives your clothes a long-lasting freshness.  - Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results.Frequently Asked QuestionsWhere is the liquid dispenser put?It goes into a special dispenser drawer at the top of your machine.Can I use it for front load machine?No, this liquid detergent is specifically designed for top load machine.How much to put in the machine?Recommended Dosage:1 cup (60 ml) for normal loads1.5 cup (90 ml) for very dirty clothes",Home & Kitchen > Detergent & Fabric Care,5,12-01-2010 09:01,1393027200,,United Kingdom
536372,22633,A2FF6SG2Z15WY8,972683275,Ariel Matic Top Load Liquid Detergent Refill: 2 Litres,Ariel,410,Home & Kitchen,Detergent & Fabric Care,2,Key Features&nbsp;Ariel Matic Liquid Detergent provides bright cleaning by removing tough stains in just 1 wash,Home & Kitchen > Detergent & Fabric Care,4,12-01-2010 09:01,1395705600,,United Kingdom
536373,85123A,A2TYW6QLYACPVL,972683275,Arla-Ecological-Medium-Fat-Milk,Milk,70,juices,groceries,1,fruitdrinksandothertypeofliquidslikemilkandall,liquids,5,12-01-2010 09:02,1377388800,,United Kingdom
536373,71053,A3HJ888Q5EOO66,972683275,Arla-Ecological-Sour-Cream,Sour-Cream,85,juices,groceries,1,fruitdrinksandothertypeofliquidslikemilkandall,liquids,4,12-01-2010 09:02,1309564800,,United Kingdom
536373,84406B,A29OJBE89XRIW6,972683275,Arla-Lactose-Medium-Fat-Milk,Milk,70,juices,groceries,1,fruitdrinksandothertypeofliquidslikemilkandall,liquids,5,12-01-2010 09:02,1381449600,,United Kingdom
536373,20679,A35AY98EAZ8OB,972683275,Arla-Medium-Fat-Milk,Milk,70,juices,groceries,1,fruitdrinksandothertypeofliquidslikemilkandall,liquids,5,12-01-2010 09:02,1353628800,,United Kingdom
